Text,Created Date,Language,Retweet Count,Retweeted,Favorite Count,Favorited,co-ordinates,Tweeted By,Screen Name
Curio #660 | Spies like us. @curious  http://t.co/bFjzN5UABZ,Mon May 11 17:19:02 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #667 | Squinting clearly. @curious  http://t.co/qMyAFKddSV,Mon May 11 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #666 | The real Mother's Day. @curious  http://t.co/AVgE6ZAGmI,Sun May 10 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #665 | Elephant ears. @curious  http://t.co/yXA58TaX21,Sat May 09 06:18:23 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #664 | Happy 2nd Birthday, Curious!. @curious  http://t.co/3O9L7fXZel",Fri May 08 09:45:22 +0000 2015,en,2,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #662 | Drinking the glassware Kool-Aid. @curious  http://t.co/Zqzf7nVYBz,Wed May 06 09:45:40 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #661 | Now you know your ABC's. @curious  http://t.co/8KSsdQoHdb,Tue May 05 09:45:29 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #660 | Spies like us. @curious  http://t.co/bFjzN5UABZ,Mon May 04 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #659 | Your cat hates your music. @curious  http://t.co/e0iZWXm7Zc,Sun May 03 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #658 | How to get away with murder. @curious  http://t.co/cX84ndz5ww,Sat May 02 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #657 | Shop different. @curious  http://t.co/OawRIbXsjI,Fri May 01 09:45:59 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #656 | The home for lost luggage. @curious  http://t.co/dyi4SjFQiZ,Thu Apr 30 09:45:15 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #655 | Ketchup's first name. @curious  http://t.co/IPF8N06u9X,Wed Apr 29 09:45:16 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #654 | We all scream for Nash's equilibrium. @curious  http://t.co/5jb0XxwTO3,Tue Apr 28 09:45:11 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #649 | Long live TV!. @curious  http://t.co/mH072vM53i,Mon Apr 27 17:30:03 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #653 | Are you prepared for WWZ?. @curious  http://t.co/ATAK29JJFn,Mon Apr 27 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #652 | Give the gift of chores. @curious  http://t.co/EdiZ5ZJSOJ,Sun Apr 26 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #651 | Deflating helium balloons. @curious  http://t.co/WrBi859Xf2,Sat Apr 25 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #650 | Bulletproof promotional idea. @curious  http://t.co/OF6PAw4IbY,Fri Apr 24 09:45:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #649 | Long live TV!. @curious  http://t.co/mH072vM53i,Thu Apr 23 14:35:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #648 | Earth please keep spinning. @curious  http://t.co/BoBkEgVq7O,Wed Apr 22 09:45:37 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #647 | Full metal banquet. @curious  http://t.co/2CsAU7zBaW,Tue Apr 21 09:45:52 +0000 2015,es,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #646 | Faster than the speed of Peeps. @curious  http://t.co/m9H8eWqwqi,Mon Apr 20 09:45:31 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #645 | Hi, nice to smell you!. @curious  http://t.co/zXSc6NNKaX",Sun Apr 19 09:45:31 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #644 | Stealing Einstein's brain. @curious  http://t.co/Lz48zFHwvJ,Sat Apr 18 09:45:31 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #643 | Fortunate fortune. @curious  http://t.co/fTC0uk1Wwv,Fri Apr 17 09:45:30 +0000 2015,ro,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #642 | Revenge of the ugly fonts. @curious  http://t.co/vjIBGCj0ux,Thu Apr 16 09:45:05 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #641 | Tax cheaters beware. @curious  http://t.co/52Zw3pe1Gy,Wed Apr 15 16:46:39 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #641 | Tax cheaters beware. @curious  http://t.co/52Zw3pvD58,Wed Apr 15 09:45:47 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #640 | Ringling out the elephants. @curious  http://t.co/HSCcoPbPVR,Tue Apr 14 09:45:08 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #639 | Sweet smelling French gas. @curious  http://t.co/Clw7HOKkVD,Mon Apr 13 09:45:19 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #638 | A very sticky disaster. @curious  http://t.co/7W7AFEChKl,Sun Apr 12 09:45:19 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #636 | Legos + Braille = Braigo. @curious  http://t.co/ScdSnNLx1b,Fri Apr 10 09:45:06 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #635 | Partying like its 9.999M BC. @curious  http://t.co/7lsRp1TwK6,Thu Apr 09 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #634 | Today there is no news. @curious  http://t.co/1Qw1xrJ7Il,Wed Apr 08 09:45:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #633 | Some like it hot. @curious  http://t.co/TKe2gJ3iSB,Tue Apr 07 09:45:36 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #632 | The first of 162. @curious  http://t.co/b1F5pmwnRX,Mon Apr 06 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #631 | Don't just flip for it. @curious  http://t.co/SuMS7rkHYD,Sun Apr 05 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #630 | Hangman's hardest word. @curious  http://t.co/fdwTqYghbl,Sat Apr 04 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #629 | When icy landings aren't dicey. @curious  http://t.co/08tLNj37Ya,Fri Apr 03 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #628 | So hot it's cold. @curious  http://t.co/nQgnhHXUi4,Thu Apr 02 09:45:37 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #627 | Healthy April Fool's Day!. @curious  http://t.co/HvJPCBioQL,Wed Apr 01 09:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #626 | Hollywood makes the sound barrier. @curious  http://t.co/uNH3dyHM1J,Tue Mar 31 09:45:46 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #625 | Screens to dreams. @curious  http://t.co/84fHqUOicc,Mon Mar 30 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #624 | Eat more popcorn, buy less stuff. @curious  http://t.co/cabLYG74HS",Sun Mar 29 09:45:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #623 | How the Dutch turned the carrot orange. @curious  http://t.co/euFY7wWEqI,Sat Mar 28 09:45:00 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #622 | How the meter got its length. @curious  http://t.co/aD0Jtul2xU,Fri Mar 27 09:45:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #621 | Spontaneous knotting. @curious  http://t.co/f80EPecitV,Thu Mar 26 09:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #620 | Germ fighting jacket. @curious  http://t.co/0LmAhgG0wd,Wed Mar 25 09:45:13 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #619 | Sweet science. @curious  http://t.co/Cn3BL3ljBD,Tue Mar 24 09:45:49 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #618 | Squeaky chalk = crying baby. @curious  http://t.co/BNXlkyZDwH,Mon Mar 23 09:45:19 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #617 | Rain jacket fortitude. @curious  http://t.co/U72S1YPfJS,Sun Mar 22 09:45:35 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #616 | When the orbiting music stops. @curious  http://t.co/b0K8wJ9YEZ,Sat Mar 21 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #615 | The internet of sheep. @curious  http://t.co/s4Ees7nii0,Fri Mar 20 09:45:54 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #614 | Memory crimes. @curious  http://t.co/Pia20l6kVg,Thu Mar 19 09:45:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #613 | Don't hold on!. @curious  http://t.co/PnQk34bMLh,Wed Mar 18 09:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #612 | Make your own luck. @curious  http://t.co/adEjySJ9Gs,Tue Mar 17 09:45:24 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #611 | A real cloak of invisibility. @curious  http://t.co/Vp0CJiKIHb,Mon Mar 16 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #610 | The best invention ever. @curious  http://t.co/oAu8iXCHx9,Sun Mar 15 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #609 | Pi Day of the century!. @curious  http://t.co/raQ2yWIVA8,Sat Mar 14 09:45:48 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #608 | There's Waldo!. @curious  http://t.co/0v3zD83Gvu,Fri Mar 13 09:45:30 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #607 | Underwater wine win. @curious  http://t.co/B0DIYI3AyG,Thu Mar 12 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #606 | Caffeine is an impostor!. @curious  http://t.co/YEVD86J8eY,Wed Mar 11 09:45:14 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #605 | Pliny's truth serum. @curious  http://t.co/L8Lge3x1s0,Tue Mar 10 09:45:13 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #604 | Taking the air out of it. @curious  http://t.co/wVbe0Cjytr,Mon Mar 09 09:45:09 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #603 | The mighty pe$o. @curious  http://t.co/RCCyN8Upt0,Sun Mar 08 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #602 | Pick a door, any door! . @curious  http://t.co/WJP0EkQsay",Sat Mar 07 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #601 | Yellow taxicopter. @curious  http://t.co/qQfW9lMdtX,Fri Mar 06 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #600 | Malaria murdering mutant mosquitos . @curious  http://t.co/x2gH1xoAvu,Thu Mar 05 10:45:36 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #599 | The science of ""The Dress"". @curious  http://t.co/7gt2ohBW4M",Wed Mar 04 10:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #598 | You can check in but can you leave?. @curious  http://t.co/hJp8bvPSZI,Tue Mar 03 10:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #597 | Spidey-o diet. @curious  http://t.co/eMTXCAcUmB,Mon Mar 02 20:13:47 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #597 | Spidey-o diet. @curious  http://t.co/ABycKIfOqi,Mon Mar 02 10:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #596 | Bee-pocalypse. @curious  http://t.co/3ySGKFXvmP,Sun Mar 01 10:45:50 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #595 | Here comes the rain again. @curious  http://t.co/yer1cEoBlm,Sat Feb 28 10:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #594 | Soapy space candy corn. @curious  http://t.co/dckJeU7hd2,Fri Feb 27 10:45:06 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #593 | Frappuccino real esate. @curious  http://t.co/QBqWk7nTkF,Thu Feb 26 10:45:30 +0000 2015,it,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #592 | Wake up, Major Tom!. @curious  http://t.co/dcvuL5xRzY",Wed Feb 25 10:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #591 | Egg-cellent news. @curious  http://t.co/R3NzB1Dpft,Tue Feb 24 10:45:23 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #590 | How coffee fought the Civil War. @curious  http://t.co/AzDq7YVidj,Mon Feb 23 10:45:08 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #589 | Gum chewers rejoice. @curious  http://t.co/rrcleOanIE,Sun Feb 22 10:45:08 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #588 | A man and his Poison Squad. @curious  http://t.co/iimS1q7qPD,Sat Feb 21 10:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #587 | This is not a benign violation. @curious  http://t.co/bU0IvwR5Q6,Fri Feb 20 10:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #586 | Good till the last ...zzzzz. @curious  http://t.co/1aJbtwBbQ6,Thu Feb 19 10:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #585 | Cold war spy kitties. @curious  http://t.co/pmL58BYcak,Wed Feb 18 10:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #584 | French toast storm survival. @curious  http://t.co/i1Um2ExEcs,Tue Feb 17 17:58:16 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #584 | French toast storm survival. @curious  http://t.co/yEsEsLDEe5,Tue Feb 17 10:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #583 | Language apocalypse.. @curious  http://t.co/fd56ens3rP,Mon Feb 16 10:45:26 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #582 | Sgt. Pepper's lonely hearts club bandwagon. @curious  http://t.co/Ux5HoPiepL,Sun Feb 15 10:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #581 | XOXO?. @curious  http://t.co/p4VEYFph1P,Sat Feb 14 10:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #580 | Warning: Draining 3's drains the bank. @curious  http://t.co/NogimYMMMt,Fri Feb 13 10:45:08 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #579 | Never give up on lost luggage. @curious  http://t.co/WaWblaTgX4,Thu Feb 12 10:45:04 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #578 | A real globe trotter. @curious  http://t.co/xGl0DnB8xu,Wed Feb 11 10:45:28 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #577 | Passing off passports. @curious  http://t.co/bfZRfgvIge,Tue Feb 10 10:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #576 | Counting sheep doesn't equal sleep. @curious  http://t.co/bBgaKwF1xe,Mon Feb 09 10:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #575 | Zebra A/C. @curious  http://t.co/HMOFYETU78,Sun Feb 08 10:45:20 +0000 2015,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #574 | Heavy as a feather. @curious  http://t.co/9764qxAtQ4,Sat Feb 07 10:45:24 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #573 | The losers' winning t-shirts. @curious  http://t.co/mSoXJN2EIn,Fri Feb 06 10:45:17 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #572 | Courts say chimps aren't human. @curious  http://t.co/zFHfgkpD40,Thu Feb 05 10:45:56 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #571 | Non-Newtonion ketchup . @curious  http://t.co/lbj8hvviXy,Wed Feb 04 10:45:59 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #570 | Dance like a 19th-century Japanese man. @curious  http://t.co/Th5Z9TUyDE,Tue Feb 03 10:45:54 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #569 | Punxsutawney Phil's poor predicting percentage. @curious  http://t.co/AD77BPzxSL,Mon Feb 02 10:45:39 +0000 2015,ro,0,False,0,False,,Justin Kitch,ceounplugged
Curio #568 | Super Bowl in 11 minutes. @curious  http://t.co/cszQBnzNjg,Sun Feb 01 10:45:48 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #567 | Bluetruth. @curious  http://t.co/rsjfR9cZtC,Sat Jan 31 10:45:48 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #566 | Opposable smartthumbs. @curious  http://t.co/O5XN6OFDsZ,Fri Jan 30 10:45:52 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #565 | Dirty antibiotics save the world!. @curious  http://t.co/4TRYnzcNak,Thu Jan 29 10:45:51 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #564 | All humans are late bloomers. @curious  http://t.co/qzvm3SQBGZ,Wed Jan 28 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #563 | Burning old money. @curious  http://t.co/u362OjamRT,Tue Jan 27 10:45:01 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #562 | Kangaroo farts cooling the planet. @curious  http://t.co/D9KbvtKu4S,Mon Jan 26 10:45:42 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #561 | Beware of floating pennies. @curious  http://t.co/24bkJ3Z07B,Sun Jan 25 22:45:42 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #560 | Coffee spill dynamics. @curious  http://t.co/y9uZDiKQ9L,Sat Jan 24 10:45:42 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #559 | Have short ring finger, need GPS. @curious  http://t.co/oZ9rNadkkm",Fri Jan 23 10:45:08 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #558 | To run or not to run, that is the question. @curious  http://t.co/7qS168ASTE",Thu Jan 22 10:45:54 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #557 | Bloody nutmeg. @curious  http://t.co/EOSLaqRJEb,Wed Jan 21 10:45:04 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #556 | Goodbye Mars, hello Venus. @curious  http://t.co/PESxqHr8S3",Tue Jan 20 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #555 | What's in a surname?. @curious  http://t.co/jZr6CKAaFX,Mon Jan 19 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #554 | The first blue-eyed babe. @curious  http://t.co/oBmCQuA68j,Sun Jan 18 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #553 | Raven-brained. @curious  http://t.co/DuSrOikFeg,Sat Jan 17 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #552 | Bad rap for public restrooms?. @curious  http://t.co/feztAEXD0J,Fri Jan 16 10:45:15 +0000 2015,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #551 | Seismic pigskin science. @curious  http://t.co/LrkmMST79d,Thu Jan 15 10:45:14 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #550 | Virtual escape from Alcatraz. @curious  http://t.co/bps5OILb72,Wed Jan 14 10:45:15 +0000 2015,pt,1,False,0,False,,Justin Kitch,ceounplugged
Curio #549 | Island growing baseball players. @curious  http://t.co/61c2Q5O12W,Tue Jan 13 10:45:24 +0000 2015,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #548 | North white rhinos on the brink. @curious  http://t.co/rfACZbFY0c,Mon Jan 12 10:45:50 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #547 | A PSA from astrophysicists. @curious  http://t.co/f8vhpmRivd,Sun Jan 11 10:45:50 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #546 | The Wilhelm Scream . @curious  http://t.co/OBwmwZfHeR,Sat Jan 10 10:45:41 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
